title,score,critic,summary,score_critic,year
Grand Theft Auto: Liberty City Stories,88,PGNx Media,"The game includes cars, motorcycles, and boats and more specifically, ambulances, trucks, vans, big rigs and armored vehicles, among many others. They all handle very distinctly and very well.",92,24-Oct-05
Grand Theft Auto: Vice City Stories,75,Boomtown,"It’s expansive, fun, challenging and most of the time, plain hilarious. Yet, concurrently, it’s also in dire need of a makeover and the combat system could do with a refined dusting.",80,05-Mar-07
Grand Theft Auto: Vice City Stories,75,GameSpot,"Like Liberty City Stories before it, Vice City Stories isn't nearly as appealing as a PS2 game, but it's still got worthwhile qualities.",72,05-Mar-07
Grand Theft Auto: Vice City,95,Gaming Age,"Puts the word sequel to shame. Rockstar Games has really taken the time to put together a game that not only fits in perfectly in the GTA universe, but ups the ante for itself and others as well.",91,27-Oct-02
Grand Theft Auto: Vice City,94,null,"It's the type of game experience everyone asks for but rarely receives. [Aug 2003, p.82]",90,12-May-03
Grand Theft Auto: San Andreas,93,Talk Xbox,"With its almost unbelievable length, incredible depth, fantastic audio, and just about everything else a good game needs, this game is incontestably worth every penny it costs.",93,07-Jun-05
Grand Theft Auto: San Andreas,95,Gamer.tv,"Not only a masterpiece, it's the finest game currently available for the PS2. Buy it now, but don't make any plans for a couple months at least.",100,26-Oct-04
Grand Theft Auto: Vice City Stories,86,null,"While Vice City Stories may strike you as being formulaic and unoriginal, know that the similarities are merely skin deep; dig a little deeper and you'll discover an experience with the kind of production values, Rockstar-gloss and utter playability that the GTA titles are reputed for.",90,31-Oct-06
Grand Theft Auto: Vice City,95,null,10 / 9 / 9 / 9 - 37 platinum  [Vol 805; 28 May 2004],93,27-Oct-02
Grand Theft Auto: Chinatown Wars,93,Modojo,"Unless you despise GTA, Chinatown Wars is an essential purchase. Rockstar did an excellent job transferring the mayhem to the DS, and we suggest you run out and buy a copy ASAP.",80,17-Mar-09
Grand Theft Auto: Chinatown Wars,90,GamePro,"An absolute blast from start to finish with plenty of trademark Liberty City locales ripe for exploration, not to mention a cast of incredibly memory characters (Chan Jaoming, I hardly knew ya.) If you're looking for a good action adventure experience that harkens back to the more cartoony Grand Theft Auto days, then Chinatown Wars is certainly worth the investment.",90,20-Oct-09
Grand Theft Auto: San Andreas,93,Gaming Age,"Tallying things up, that’s three points (improved graphics, load times, custom music) that put the PC version above the PS2 for everyone and one (mods) that appeal to some, with two slight negatives (gamepad glitches and lack of multiplayer missions) that bring it down a bit, but only affect a small chunk of users.",100,07-Jun-05
Grand Theft Auto: Chinatown Wars,90,PlayStation Universe,The best ever handheld iteration in the GTA series to date. China Town Wars is a quality production from start to finish.,95,20-Oct-09
Grand Theft Auto: Vice City,94,null,"Vice City doesn't improve much on the few shortcomings of its predecessor. Fortunately, it doesn't have to. [Aug 2003, p.74]",100,12-May-03
Grand Theft Auto: San Andreas,95,NTSC-uk,"Between its towering mountains and vast waters there are surprises, in-jokes and events in San Andreas to fill at least a hundred hours. Should ""GTA4"" be any more involving, there’ll be no one left to see how GTA5 turns out. Half of us will no longer have the jobs to afford it; the other half will be motoring back and forth in the neighbours’ stolen car, endlessly prowling for prostitutes.",90,26-Oct-04
Grand Theft Auto: Vice City Stories,86,null,"A superb technical achievement, but it's GTA's quirks and cranks that linger longer. [Christmas 2006, p.74]",85,31-Oct-06
Grand Theft Auto: Vice City Stories,75,Game Over Online,"The experience is a great deal more entertaining than the previous effort (Liberty City Stories), so if you enjoyed Vice City for the PS2 and don’t own a PSP, go ahead and pick this one up.",85,05-Mar-07
Grand Theft Auto: Chinatown Wars,90,ZTGD,"Amazingly Grand Theft Auto: Chinatown Wars outshines every other portable version of the series, and even some of the console offerings. This game is absolutely one of the most diverse and feature-rich games on the PSP, or any other system for that matter.",95,20-Oct-09
Grand Theft Auto: Vice City Stories,86,Extreme Gamer,"Like all the Grand Theft Auto experiences, Vice City Stories offers fun gameplay, an excellent story with hours of enjoyment wrapped up on a little UMD.",90,31-Oct-06
Grand Theft Auto: Chinatown Wars,90,Pocket Gamer UK,Every trick this celebrated developer has learnt – from crafting a solid plot laced with dark humour to reckless driving and action-packed criminal endeavour – has been distilled into a game that demands your immediate attention.,90,20-Oct-09
Grand Theft Auto: San Andreas,93,null,"A jack of all trades and a master of some - San Andreas tries astonishingly hard to let you do anything. And so long as you don't crave any meaningful character interaction outside of mow down with a monster truck first, ask questions later, it very nearly manages to pull it off, too. [Aug 2005, p.88]",92,07-Jun-05
Grand Theft Auto: San Andreas,93,IGN,"A huge game. If you're into exploring and finding all the secrets, this should keep you entertained forever. Story gamers will find plenty to keep them occupied as well.",93,07-Jun-05
Grand Theft Auto: Vice City,95,null,Everything about Vice City positively reeks of genius.,97,27-Oct-02
Grand Theft Auto: Chinatown Wars,90,Gameplanet,"Rockstar's epic franchise gets another round on the PSP, arguably the portable platform it was best suited for in the first place. There are a number of enhancements over the DS release, but it's not all good news as some of the minigames have been lost in translation. Overall though, a stand-out title filled with the type of quality you've come to expect from Rockstar.",90,20-Oct-09
Grand Theft Auto: San Andreas,95,Thunderbolt,It has such an enormous amount to offer (did I even mention the two player option?) and carries everything off with such confidence and style that it's hard to fault.,100,26-Oct-04
Grand Theft Auto: Chinatown Wars,90,VideoGamer,"My favourite handheld game of all time. It's funny, it's full of great ideas, and above all else it's wickedly fun. Whether you're a GTA veteran or someone who's never played one of these games before, you should know that this is one of the best games available for your PSP - or, indeed, for your DS. To miss it would be criminal.",100,20-Oct-09
Grand Theft Auto: Liberty City Stories,88,Gaming Age,"Rockstar has cut no corners in crafting the game for the PSP and it shows. This is the real deal... A few control issues hold it back from getting a perfect score, but we'll save that for ""Vice City Stories"" (we hope).",91,24-Oct-05
Grand Theft Auto: Vice City Stories,86,Game Over Online,"One can’t help but have the feeling that the series needs something new. The Empire system in this game adds a little bit, but it’s nothing revolutionary, and only provides a distraction from the same old gameplay. This “same old gameplay”, though, is darn good.",87,31-Oct-06
Grand Theft Auto: Chinatown Wars,93,Everyeye.it,"GTA Chinatown Wars is a little big revolution. Even played on DS, this title can compete with the home console version, for quality and innovation.
A new fresh game that can be placed into the DS top title list.",90,17-Mar-09
Grand Theft Auto: Liberty City Stories,88,null,"It’s all here: the hoi polloi, the ambience, the weather, the police pressure, and the emergent scenarios that can make you feel special or wretched. It feels familiar, but remains primed for fresh exploration and mischief, reapplying a formula that still feels superior to its imitators’ approaches. [Christmas 2005, p.107]",80,24-Oct-05
Grand Theft Auto: San Andreas,93,IC-Games,"More cars, bikes, planes, helicopters and boats (and even a hovercraft) then any previous GTA title plus the sheer size and longevity of San Andreas mean this just has be a part of any self respecting gamers collection.",97,07-Jun-05
Grand Theft Auto: Chinatown Wars,93,WonderwallWeb,This is GTA perfection on a handheld. Much more enjoyable than the PSP versions as it does not have the camera and control issues.,95,17-Mar-09
Grand Theft Auto: Vice City,95,null,"Helicopters make traversing the 13-section city a breeze, and there is a superb collection of motorcycles for Vercetti to fire an Uzi from. [1 Nov 2002, p.76]",100,27-Oct-02
Grand Theft Auto: Chinatown Wars,93,Eurogamer,"Grand Theft Auto: Chinatown Wars is a triumph, not just in terms of bringing a difficult game to a new platform intact, but because it actually improves it in the process, and demonstrates a mastery of DS form and function.",100,17-Mar-09
Grand Theft Auto: San Andreas,93,AtomicGamer,Rockstar has delivered their best PC port of a GTA game yet with San Andreas.,97,07-Jun-05
Grand Theft Auto: San Andreas,95,GameCritics,"This is arguably the most important videogame this year - yes, even more important than ""Halo 2"" - not only because it's a superbly crafted videogame, but because it's also a bona fide sociological artifact, one that manages to effectively evoke a specific time and place in American history—in this case, a hot and hazy California during the nascent days of hip-hop culture.",95,26-Oct-04
Grand Theft Auto: Vice City Stories,75,Game Informer,"While this latest entry is definitely a step back for the series, it still has most of the hallmarks of solid action and inappropriate behavior that have always been so much fun in the series.",78,05-Mar-07
Grand Theft Auto: Vice City Stories,86,GameBrink,Another GTA added on to and upgraded. If you like GTA then you will like this game. If you’re tired of the series then maybe you should sit this one out.,89,31-Oct-06
Grand Theft Auto: Chinatown Wars,90,Gaming Nexus,"Grand Theft Auto: Chinatown Wars shines bright on Sony's handheld, bringing everything that made the original so much fun with it.",100,20-Oct-09
Grand Theft Auto: Vice City,95,Stuff,"No excuses, you’re gonna have to buy this. Unless you don’t own a PS2, in which case, get out of our Internet!",100,27-Oct-02
Grand Theft Auto: Liberty City Stories,88,The Sydney Morning Herald,"Everything you'd expect from the PS2 game has somehow made it intact, lending credence to Sony's claims that the handy portable is almost as powerful as its big brother.",90,24-Oct-05
Grand Theft Auto: San Andreas,93,null,"By far this is the best version of the game available, simply because of the graphics and reduced load times. You will need a workhorse to have it run smoothly, but it's definitely worth it in the end, whether you've an old homie of CJ's or you've just been introduced.",90,07-Jun-05
Grand Theft Auto: Vice City Stories,75,GameZone,"While dated graphics and an overall air of familiarity may turn off some, the sheer amount of fun activities coupled with the budget price make for a heartily recommended adventure.",84,05-Mar-07
Grand Theft Auto: Vice City,95,Playboy,"Sure, the controversy is attractive, but Vice City provides a perfect balance between an open-ended game that rewards players for exploring the environment without restrictions, while also handing out specific goals in order to complete the game. Not very many titles strike this balance so succinctly.",92,27-Oct-02
Grand Theft Auto: Vice City,94,PC Arena,"A sure-fire classic. It has great graphics, great music, fanatical voice talent, an intelligent plot, dynamic gameplay and a universe of models that will be hard to match.",100,12-May-03
Grand Theft Auto: Chinatown Wars,93,Game Revolution,I haven't played a game that is so finely tuned in ages. The overwhelming love for this franchise by the dev team is obvious.,91,17-Mar-09
Grand Theft Auto: Vice City Stories,75,Eurogamer,"It might be cheap, and it might have more content than Liberty City Stories, and it has gaming audio to die for, but, on balance, Rockstar has milked the flaccid teat of its cash cow to the limit.",60,05-Mar-07
Grand Theft Auto: San Andreas,93,GameBiz,The fact you can complete the main storyline and still only be 30% into completing the game really shows you how much depth Rockstar have included in the game.,90,07-Jun-05
Grand Theft Auto: Vice City Stories,86,Modojo,"Vice City Stories could have used some story clean-up and some tweaking to make the lock-on system work better for the user. As is, however, it's a good piece of 80's fun wrapped around an already solid engine.",80,31-Oct-06
Grand Theft Auto: Vice City Stories,75,null,"Luckily, the standard of presentation on Stories is as high as it's ever been, from the first rate acting right down to the epoch-defining soundtrack. Try not grinning idiotically as you attempt to time a unique jump in a powder-blue convertible to the chorus of ""Easy Lover.""[Apr 2007, p.94]",80,05-Mar-07
Grand Theft Auto: San Andreas,95,Gaming Age,"I usually complain that many single player games these days do not have much in the way of ""replayability"". That is one aspect where San Andreas sets the bar so ridiculously high, that I can't imagine any non-GTA games coming anywhere near it for years to come.",100,26-Oct-04
Grand Theft Auto: Vice City,95,AtomicGamer,"Rockstar Games have managed to do something very unique for a game: they captured the atmosphere of an era better than most movies could do, and simultaneously managed to pack in a wonderful, open-ended game.",94,27-Oct-02
Grand Theft Auto: Chinatown Wars,93,HellBored,"Grand Theft Auto: Chinatown Wars is a monster, multi faceted game on a mini-system. It is as well designed as a game could be, makes wonderful use of the system it is for and is by far and away (and I mean very far away) the best game I have played on the DS.",97,17-Mar-09
Grand Theft Auto: Chinatown Wars,93,Kombo,"Despite the overzealous police presence and mostly pointless Social Club, fans of the series will find plenty to like in Grand Theft Auto: Chinatown Wars.",90,17-Mar-09
Grand Theft Auto: Vice City Stories,86,GameZone,"If ""Liberty City Stories"" was the reason you should buy a PSP, Grand Theft Auto: Vice City Stories is the reason you need a PSP.",92,31-Oct-06
Grand Theft Auto: San Andreas,93,Total Video Games,"Of course there are improvements, the draw distance and lighting models have received subtle enhancements, more importantly the frame-rate maintains a smoother pace throughout.",90,07-Jun-05
Grand Theft Auto: Chinatown Wars,93,Extreme Gamer,It should be more than obvious if you read any the above review that we are standing behind Grand Theft Auto: Chinatown Wars 100%. Rockstar Leeds did an amazing job bringing the Grand Theft Auto franchise to life on the Nintendo DS platform.,92,17-Mar-09
Grand Theft Auto: San Andreas,93,Gaming Age,"In regards to the gameplay, I'd have to give the overall advantage to the Xbox version, again, mostly due to the better framerate. Being able to smoothly spin around the camera, in the vehicles and on foot, makes a big difference in how the game plays.",100,07-Jun-05
Grand Theft Auto: Vice City,94,Games Radar,"One of the most mesmerising and consistently entertaining games on any platform, ever. [PC Gamer UK]",93,12-May-03
Grand Theft Auto: Vice City,95,DarkStation,"The missions are a lot more complex then they were in GTA3, which means you will get more into the character as well as the plot, which means even more fun.",100,27-Oct-02
Grand Theft Auto: Chinatown Wars,93,Vandal,"They have known how to squeeze the most of Nintendo DS, taking advantage of its strong point to make yes, a canonical GTA, but with unique elements which give it freshness. The use of the screens shows us how to combine a classic, well known gameplay, with the unique capabilities of the Nintedo DS. And they have not forgotten what makes a GTA feel special, which just make us want more.",92,17-Mar-09
Grand Theft Auto: San Andreas,95,AtomicGamer,"While I can't say that GTA: San Andreas is another revolution in gaming like GTA3 was, it is an evolution that goes light years beyond what we saw with the last two titles in the series.",97,26-Oct-04
Grand Theft Auto: Chinatown Wars,90,Kikizo,"However, the PSP’s traditional but less constricted control setup and higher storage threshold lead to a more playable, content-rich experience than either the DS or (in all probability) the App Store release.",90,20-Oct-09
Grand Theft Auto: Chinatown Wars,93,Impulsegamer,"At the end of the day, Rockstar have created a fun game in Grand Theft Auto: Chinatown Wars that features an entertaining story, interesting characters and gameplay that only the Nintendo DS can boast about.",91,17-Mar-09
Grand Theft Auto: Liberty City Stories,88,null,"Within minutes you’ll be up to your old tricks, throwing drivers onto the pavement, beating up shoppers, jumping off buildings on motorbikes... the possibilities are once again limited only by player imagination. [Christmas 2005, p.120]",80,24-Oct-05
Grand Theft Auto: San Andreas,93,Gamestyle,"How can Rockstar follow this? San Andreas is a masterpiece; the outstanding gameplay from the first two games has been extended, tweaked and applied to a fresh, original and fascinating setting. There's more than enough meat to keep you going for months, and the sheer variety of gameplay is bewildering.",100,07-Jun-05
Grand Theft Auto: Chinatown Wars,93,GamingTrend,"Discovering what this game has in store for you is a lot of the fun, so allow me to conclude by saying that if you are a DS owner then Grand Theft Auto: Chinatown Wars needs to be in your collection ASAP.",96,17-Mar-09
Grand Theft Auto: San Andreas,95,VGPub,"My biggest beef with San Andreas is the implementation of the gang warfare system...It takes away a certain element that was found in the earlier games, that of the feeling that you were running an entire city.",92,26-Oct-04
Grand Theft Auto: Liberty City Stories,88,PSX Extreme,"It would have been nice to see a few more concessions made in the transition to the handheld, such as the ability to save anywhere and restart missions immediately, but minor quibbles aside, it’s a heck of an effort from Rockstar.",89,24-Oct-05
Grand Theft Auto: Liberty City Stories,88,Detroit Free Press,"But Liberty City Stories has flaws, not the least of which is a control stick that is as unbalanced as a drunk with a pendulous belly, who shambles along barefoot on a sidewalk strewn with broken glass.",75,24-Oct-05
Grand Theft Auto: San Andreas,93,Inside Gamer Online,A high brandwidth assault on the senses.,90,07-Jun-05
Grand Theft Auto: Chinatown Wars,93,Total Video Games,"The faster pace, variety, and use of the touchscreen makes for a less real, yet more entertaining GTA experience perfectly suited for the popular handheld.",90,17-Mar-09
Grand Theft Auto: San Andreas,95,Total Video Games,"A true platform defining title; in 20 years time gamers will look back at the Playstation2 and hold GTA: San Andreas as the true epoch-making title of the times. Nothing can be understated, RockStar North have truly delivered beyond everybody’s expectations.",100,26-Oct-04
Grand Theft Auto: Chinatown Wars,90,null,"Bar some combat control issues, GTA: Chinatown Wars has perfectly translated to the PSP and is a must-have game. [Issue#185, p.68]",95,20-Oct-09
Grand Theft Auto: San Andreas,95,Armchair Empire,"Only the graphical bugs, slow-down and other nit picks associated with the fact that the game is pushing the aging PS2 to its limits keeps this from being the first perfect entry into the series.",97,26-Oct-04
Grand Theft Auto: Vice City Stories,86,Jolt Online Gaming UK,"Okay, so there’s nothing majorly new here, but if this isn’t a game to showcase the PSP and spur on other developers, we just don’t know what is.",90,31-Oct-06
Grand Theft Auto: San Andreas,93,Gamenikki,"To award a 10 on this well-crafted but by no means revolutionary game would be a disservice to titles that are out there really trying to rewrite our preconceived notions of videogames, but to go for a 9 also seems like lowballing a title that should be a must-own for so many.",90,07-Jun-05
Grand Theft Auto: San Andreas,93,TeamXbox,The sheer scope of Grand Theft Auto: San Andreas is mind blowing.,97,07-Jun-05
Grand Theft Auto: Chinatown Wars,93,GameDaily,"Whether you get end up drug dealing, causing mayhem, taxiing city passengers around or simply completing the missions, it's likely that your only moment of disappointment will come when you realize how dangerously close you are to finishing the game -- at which point you should note that there are an additional set of missions to be unlocked by tracking down two (very well) hidden Golden Lions after the main storyline ends.",100,17-Mar-09
Grand Theft Auto: San Andreas,93,IGN,"No competitor comes close in content, story, or style to Grand Theft Auto: San Andreas.",95,07-Jun-05
Grand Theft Auto: San Andreas,93,G4 TV,"Like Vice City before it, San Andreas features a superb, period-specific selection of licensed music on its many radio stations. And just like Vice City, said selection does a fantastic job of setting the mood.",100,07-Jun-05
Grand Theft Auto: Vice City,95,GameCritics,"The maturation process of the series, and videogames, remain standstill because of the developer’s refusal to move outside racial and social stereotypes, and staying away from certain taboos of popular art, merely suggesting sex and drug use. Compared to what this game could’ve been, this is still kid’s gloves.",80,27-Oct-02
Grand Theft Auto: Vice City Stories,86,Pocket Gamer UK,An improvement over its predecessor in almost every area and as such the new lord of free-roaming gangster simulations – there's nothing to match it on PSP. But the narrative feels a little undercooked.,80,31-Oct-06
Grand Theft Auto: Chinatown Wars,93,GameCritics,"Despite the minor flaws, Grand Theft Auto: Chinatown Wars is an excellent experience.",80,17-Mar-09
Grand Theft Auto: Vice City,94,null,"Open-ended and uproariously funny. [Sept 2003, p.67]",100,12-May-03
Grand Theft Auto: Chinatown Wars,90,null,"If you missed this one the first time out (for shame!), here's your chance to play the definitive version of not just the year's best portable offering, but one of the year's most engaging titles offered on any platform. It's a living, breathing Liberty City in the palm of your hand.",100,20-Oct-09
Grand Theft Auto: San Andreas,93,AltGaming,"What San Andreas does is take every element from the previous two games and amplifies it. Everything good about the series has become even better, while the bad aspects have become mind-numbingly dire.",90,07-Jun-05
Grand Theft Auto: Chinatown Wars,90,PSX Extreme,"I sincerely hope that Rockstar decides to do an HD release of this for the PS3, as a downloadable game, it's surely be a treat. But this is a superb handheld game, a definite must own.",89,20-Oct-09
Grand Theft Auto: San Andreas,93,null,"San Andreas (Rockstar Games) is neither PC nor up to general PC standards, but damn great fun anyway. [Aug. 05]",92,07-Jun-05
Grand Theft Auto: San Andreas,95,Eurogamer,"It's no exaggeration to say that you could be still be playing this when the next GTA game comes out, even if it takes Rockstar another two years to finish. It's not perfect then, but so much of it is so good that you won't care.",90,26-Oct-04
Grand Theft Auto: Vice City,95,PSX Nation,"It’s graphics notwithstanding, this is THE PS2 title XBox and GameCube loyalists will jealously write angrily about to Santa in their Christmas letters.",90,27-Oct-02
Grand Theft Auto: Chinatown Wars,90,Thunderbolt,"It may not rock the boat as much as it did on DS, but Chinatown Wars is still one of the finest examples of handheld action on the market.",100,20-Oct-09
Grand Theft Auto: San Andreas,93,VGPub,"Not everything is so perfect with San Andreas though. First and foremost, the graphics aren't really Xbox quality.",92,07-Jun-05
Grand Theft Auto: Vice City,95,Game Revolution,"The depth of this game is unparalleled; there are hordes of side quests and missions and cool little easter eggs. You need to follow the main story in order to open up the whole city and gain access to property acquisition, but you can still spend hours just wandering around getting into trouble.",100,27-Oct-02
Grand Theft Auto: Vice City Stories,86,The A.V. Club,"A playground of totally '80s excess worth revisiting, especially with such ballsy satirists at the cigarette boat's helm.",83,31-Oct-06
Grand Theft Auto: San Andreas,95,Gaming Nexus,"What you have here is the most polished, feature-laden, action-packed Grand Theft Auto title to-date. I've had my qualms with the franchise in the past but this is the first time that I was able to sit back, shut off my brain and enjoy the experience.",90,26-Oct-04
Grand Theft Auto: Vice City,95,Gamestyle,The sound of GTA Vice City is glorious.,90,27-Oct-02
Grand Theft Auto: San Andreas,95,GamePro,"San Andreas's chief advantage over ""Vice City"" is size. And for many players, that's good enough. But another group of fans will come to quietly understand that, at least for the time being, ""Vice City"" remains the high point of the GTA series.",90,26-Oct-04
Grand Theft Auto: Vice City,95,Adrenaline Vault,The seamless amalgamation of all things '80s into the mix lets the creative team go wild with the vocal work and provide an outstanding retro soundtrack.,90,27-Oct-02
Grand Theft Auto: Liberty City Stories,88,PALGN,"Whilst the game isn't as impressive as San Andreas, it's still incredible and some aspects that were missing from ""GTA III"" have been included in LCS like motorbikes and more aggresive police.",90,24-Oct-05
Grand Theft Auto: San Andreas,93,1UP,"The experience is still amazing... and that the gameplay is still really, really broken in many areas. Each new port brings with it a handful of new features, yet none of them are anything more than mere tweaks.",85,07-Jun-05
Grand Theft Auto: Chinatown Wars,93,SpazioGames,"This time there’s no place for Pokemons, babysitting or Japanese lessons: this is an adult-only party, a mature gangster story that dwells deep in the Nintendo DS unique features. Politically incorrect, violent, embarrassing, ingenious. It’s an accomplished GTA, a new Rockstar masterpiece, an absolute must have.",90,17-Mar-09
Grand Theft Auto: San Andreas,95,null,"It's like 5 games in one: part RPG, part adventure, part action, part racer and part sim. And it does it just as well as the best games in any of those genres...One of the best games ever released on any system.",100,26-Oct-04
Grand Theft Auto: Vice City,95,Gaming Maxx,"You can literally do anything you imagine. You can kill police officers, civilians; pick up hookers, etc with more than forty weapons at your disposal you will be frothing at the mouth. This game truly is a winner in the gameplay department.",99,27-Oct-02
Grand Theft Auto: Vice City Stories,75,DarkStation,Rockstar continues to milk the GTA franchise with this PS2 port off the handheld original. Decent choice for those who want to complete their GTA gaming library.,70,05-Mar-07
Grand Theft Auto: San Andreas,93,Games Radar,What does make it great is that it actually delivers on nearly everything it promises while still being fun to just pick up and play.,100,07-Jun-05
Grand Theft Auto: Vice City,95,Game Over Online,"Visually, Vice City is truly amazing, portraying a living, breathing city with unbelievable depth. Every building, from the lowliest storefront to the largest skyscraper, seems to have its own history, personality and flavor.",97,27-Oct-02
Grand Theft Auto: Vice City,94,GameZone,"Vice City is one of those rare games that effortlessly combines atmosphere, engaging gameplay, and great graphics and sound to make a truly unique gaming experience.",95,12-May-03
Grand Theft Auto: Chinatown Wars,90,3DJuegos,"Chinatown Wars is a game that feels new and fresh, even though it's no better and not much different than the DS version. It's a big Liberty City experience in the palm of your hand.",87,20-Oct-09
Grand Theft Auto: San Andreas,95,PGNx Media,"The game’s targeting system has been improved and is very reminiscent of the developer’s ""Manhunt,"" which overall makes it more cohesive. The game allows you to get better with guns and you’ll have different phases, which will give you more control over your shooting abilities.",97,26-Oct-04
Grand Theft Auto: Chinatown Wars,93,Video Game Talk,"It's still Grand Theft Auto when it's all said and done, and most gamers who can't soak into the series won't find a different enough experience to sell them otherwise.",80,17-Mar-09
Grand Theft Auto: Vice City Stories,75,null,"But hey, at $20, it's hard to go wrong, even if you've played it already. [May 2007, p.81]",85,05-Mar-07
Grand Theft Auto: Chinatown Wars,93,InsideGamer.nl,"GTA: Chinatown Wars is a must-have for every gamer with a Nintendo DS. It’s a game that’ll keep you entertained for hours and every aspect of it fits like a puzzle from beginning to end. It breathes that familiar GTA feeling, yet it also introduces some new and interesting elements. If you don’t have a Nintendo DS yet but are thinking about buying one, let Chinatown Wars give you the last little push you need.",90,17-Mar-09
Grand Theft Auto: Chinatown Wars,93,null,"Technically brilliant, well written, loads of fun to play, maybe a little bit naughty, maybe the best thing on DS. [May 2009, p.68]",94,17-Mar-09
Grand Theft Auto: Vice City Stories,86,GameTrailers,"The mediocre plot, and control limitations keep it from being the groundbreaking experience it always is on the bigger systems.",90,31-Oct-06
Grand Theft Auto: Vice City Stories,75,Total Video Games,"Admittedly, the PS2 is never going to be home to revolutionary ideas at this stage (particularly a PSP conversion), but even at a budget-price you have to ask yourself whether the appeal of the story and returning to Vice City is worth stepping back in time to a game that's the equivalent of a straight-to-DVD release.",80,05-Mar-07
Grand Theft Auto: Vice City,95,GamingTrend,"This is a long game, longer than GTA3 because there are far more missions in this game in a far larger area.",98,27-Oct-02
Grand Theft Auto: San Andreas,93,null,"A fantastic port of a stellar game. [Aug 2005, p.98]",98,07-Jun-05
Grand Theft Auto: San Andreas,93,Computer and Video Games,It's way more savvy than most movies about gang violence.,90,07-Jun-05
Grand Theft Auto: Liberty City Stories,88,Game Over Online,"Frame rate issues, targeting hiccups and other minor quibbles aside, this is a portable 3D version of the Grand Theft Auto series, which is phenomenal to behold and even better to play on the go.",86,24-Oct-05
Grand Theft Auto: San Andreas,93,Worth Playing,"This is the definitive chapter in arguably one of the most popular game series of all time. If you haven't ever played a Grand Theft Auto game… well, first of all, shame on you, but more importantly, this is the one to get you hooked.",91,07-Jun-05
Grand Theft Auto: Chinatown Wars,90,GamesRadar+,"There are just enough new ideas to lure those in who’ve never cared, and just enough left alone to keep the fans happy. Pity all of the DS-minded bits drag the finished product down a notch.",90,20-Oct-09
Grand Theft Auto: Vice City,95,GameShark,"While the graphical presentation is more of the same in Vice City, the sound effects and music have been vastly improved.",90,27-Oct-02
Grand Theft Auto: San Andreas,95,DarkStation,I can't express in words to do the game justice how large and well drawn out these cities are.,100,26-Oct-04
Grand Theft Auto: Chinatown Wars,90,GameFocus,"If you already have played the DS version to death, getting the PSP version may not be a good idea since it’s basically the same game only with a few but noticeable improvements. Now, if you haven’t bought or played the DS version, there’s no way you can pass on what is being offered here. GTA Chinatown Wars for the PSP is a great game that deserves your attention and a place in your collection.",94,20-Oct-09
Grand Theft Auto: San Andreas,95,GamerFeed,"Once again, Rockstar Games and Rockstar North have changed gaming as we know it...The variety of missions in San Andreas is staggering, as there's literally hundreds of varied tasks that will help you gain respect.",100,26-Oct-04
Grand Theft Auto: Vice City,95,null,"I can't say it's perfect, though, as these models are somewhat archaic (especially for the chicas) by hey, they need something to shoot for. Maybe next time they'll give us a crack at it before ""Entertainment Weekly."" [Jan 2003, p.79]",80,27-Oct-02
Grand Theft Auto: Vice City Stories,75,DailyGame,What was once so amazing barely conjures excitement on PlayStation 2.,70,05-Mar-07
Grand Theft Auto: Liberty City Stories,88,1UP,"Missions are much shorter and less complicated than you saw in ""San Andreas""...It makes the whole thing more handheld friendly, without losing the GTA-ness of it all.",90,24-Oct-05
Grand Theft Auto: Chinatown Wars,93,Eurogamer Portugal,"Besides being an extremely competent and fun experience, the game can bring the maximum potential of the console. All this combined with a duration that exceeds several hours, between missions, challenges and exploration.",100,17-Mar-09
Grand Theft Auto: Vice City,95,Armchair Empire,"The new setting is far more appealing than the modern Liberty City of the original. And it seems more dynamic and interactive also, since players can explore inside buildings and rob businesses, which could not be done in the original.",95,27-Oct-02
Grand Theft Auto: Chinatown Wars,93,PALGN,"Remarkably, Grand Theft Auto: Chinatown Wars as fleshed out as it could possibly be. Simply, it does what many DS and PSP games that originated on the consoles have failed to do. It provides the experience of the GTA console games while smartly catering for the platform, both in terms of portability and functionality.",90,17-Mar-09
Grand Theft Auto: Chinatown Wars,90,Boomtown,There are plenty of flaws and rough edges here but at the end of the day it retains the same feel that has made GTA such a success and it offers many hours of engaging gameplay.,80,20-Oct-09
Grand Theft Auto: San Andreas,95,null,"Somehow, Rockstar keeps the same old ingredients, adds a handful of new ones, and manages to create a great new recipe. [Feb 2005, p.NP-9]",100,26-Oct-04
Grand Theft Auto: San Andreas,93,DarkStation,"San Andreas is still San Andreas, and although the visuals failed to impress the gameplay is still as solid and engaging as ever.",90,07-Jun-05
Grand Theft Auto: Vice City,94,FiringSquad,"Best of all, Vice City isn’t quite what we expect from a PC game today. It doesn’t fit neatly into any genre, so a freshness factor makes gunning down cops and knocking over banks seem even more innovative and new.",95,12-May-03
Grand Theft Auto: Vice City,95,Eurogamer,"Every bit as good as we thought it would be – if not better... But don’t expect to be constantly surprised, for much of Vice City is a retread of old ground, and if you didn’t like the last one, then Vice City probably won’t change your mind.",90,27-Oct-02
