,id,name,developer,release_date,metascore,review_platform,other_platforms,genres,summary,online_player_num,rating
104,104,Blizzard Arcade Collection                                                        PC                                                    ,"BlizzardEntertainment,DigitalEclipse","Feb 19, 2021",79,PC,"PlayStation4,Switch,XboxOne","Miscellaneous,Compilation","Relive the Legacy: Experience a blast from Blizzard's past! The Blizzard® Arcade Collection brings three of our classic console games to modern platforms and new audiences. INCLUDED GAMES:

• Blackthorne®: As mercenary captain Kyle Blackthorne, traverse an alien planet, liberate the Androthi people, and claim your destiny.

• The Lost Vikings®: Help three Vikings—Erik, Baleog, and Olaf—overcome challenging platforms and puzzles to find their way back home.

• Rock N Roll Racing®: Rock out in the raddest vehicular destruction derby this side of 1993. RNRR is back with original rock and metal soundtrack hits plus a few new surprises.

LEVEL UP THE LEGACY:

The Blizzard Arcade Collection contains two different Original Editions of each game plus a new Definitive Edition!

• The Original Editions are the games as you remember them but with new quality of life improvements included—like the ability to set custom keybindings, rewind your gameplay up to 10 seconds, save and load your game as well as watch playthroughs of Blackthorne and The Lost Vikings (and then jump in to play at any point). Improvements may vary by game and game edition.",NoOnlineMultiplayer,T
105,105,Curse of the Dead Gods                                                        PC                                                    ,PasstechGames,"Feb 23, 2021",78,PC,"PlayStation4,Switch,XboxOne","Role-Playing,ActionRPG","You seek untold riches, eternal life, divine powers -- it leads to this accursed temple, a seemingly-infinite labyrinth of bottomless pits, deadly traps, and monsters.

Your greed will lead you to death, but that is not an escape. Rise to fight again. Delve deeper again. Defy the malignant deities that linger in this place. Battle through hordes of enemies in dark, cavernous passages filled with traps and secrets of all sorts -- fire-spewing statues, explosives, hidden spikes, and worse.

Collect mystical Relics and an arsenal of weapons to make yourself unstoppable. Corruption builds in you with every step -- encourage or ignore it, but each powerful curse can be a double-edged sword.",NoOnlineMultiplayer,
106,106,Axiom Verge 2                                                        PC                                                    ,TomHapp,"Aug 11, 2021",78,PC,"PlayStation4,Switch","ActionAdventure,Open-World","Life. Afterlife. Real. Virtual. Dream. Nightmare. It’s a thin line. It’s Axiom Verge 2. The sequel to Axiom Verge, Axiom Verge 2 expands on the universe with completely new characters, abilities, and gameplay.
",NoOnlineMultiplayer,
107,107,Grow: Song of the Evertree                                                        PC                                                    ,PridefulSloth,"Nov 16, 2021",78,PC,"PlayStation4,Switch,XboxOne","ActionAdventure,Sandbox","Over time, the Worlds of Alaria faded. The Evertree where many worlds resided on its countless branches is now nothing more than a sapling, its splendor long erased from memory. No one knows how to make it grow. But you are different. You hear the sun as it sings across the sky. You hear the language of rain against the earth. You are the last of the Everheart Alchemists and it is your ancestral task and privilege to care for the Evertree.

Grow your own worlds and nurture a deep natural connection with everything they hold. See your actions change the world for better! Bring the Evertree back to life in this breathtaking world-crafting sandbox, with life management and adventure elements.",NoOnlineMultiplayer,
108,108,Happy Game                                                        PC                                                    ,AmanitaDesign,"Oct 28, 2021",78,PC,Switch,"Adventure,General","A little boy falls asleep to a horrible nightmare. Can you make him happy again?

Brand new psychedelic horror adventure from the creators of Botanicula and CHUCHEL.

Endure and escape three unforgettable nightmares.

Solve deeply disturbing puzzles in (not so) charming environments.

Deal with suspicious smiley faces and pink bunnies.

Creepy songs and screeches from the Czech freakfolk band DVA.",NoOnlineMultiplayer,
109,109,Adios                                                        PC                                                    ,Mischief,"Mar 16, 2021",78,PC,XboxOne,"Adventure,General,3D,First-Person","You're a pig farmer in Kansas. It's October. Cold, crisp mornings are the norm, and you have decided that you're no longer okay with letting the mob use your pigs to dispose of bodies. When your old friend - a hitman - arrives with his assistant to deliver another body, you finally screw up the courage to tell them that you're done.

Your friend doesn't want you to stop. He knows that there's no such thing as quitting, so he'll try to convince you that you're making a mistake. You spend the day together, doing chores and exploring the nooks and crannies of an authentic environment in the American Midwest alongside the man who will be forced to kill you, if he can't convince you to stay.

How you respond will determine the rest of your life.",NoOnlineMultiplayer,
110,110,Farming Simulator 22                                                        PC                                                    ,GiantsSoftware,"Nov 22, 2021",78,PC,"PlayStation4,PlayStation5,Stadia,XboxOne,XboxSeriesX","Simulation,General","Cultivated to be bigger and better the ultimate and multimillion selling farming simulation returns this November! Farming Simulator 22 offers more depth and the highest extent of player freedom in the history of the series. With more than 400 machines and tools from over 100 authentic agricultural brands, players can look forward to an improved and realistic as ever simulation. Suited for all ages, players dive into even more diverse agriculture, animal husbandry and forestry. Two new maps inspired by US and EU regions plus an updated alpine Erlengrat map emphasize different kinds of farming operations, including three new crops. The addition of seasonal cycles adds new challenges throughout the year, and enhances the atmosphere many times over. Players can now start various production chains to further extend their income whether they produce bread, oil, juice or more. To allow more individualization of farms and characters, the vastly improved customization tools add plentiful new possibilities. Based on the GIANTS Engine 9, Farming Simulator 22 also features many technical improvements such as more realistic AI behavior, richer worlds and a significant performance boost on all systems.",,E
111,111,Lost in Random                                                        PC                                                    ,Zoink!,"Sep 10, 2021",78,PC,"PlayStation4,PlayStation5,Switch,XboxOne,XboxSeriesX","ActionAdventure,General","Play the odds in Lost in Random™, a gothic fairytale-inspired action adventure where every citizen’s fate is determined by the roll of a dice. Ruled by a wicked Queen, the kingdom of Random is divided into six shadowy realms where life is dictated by a cursed black dice. In this story, from the award-winning Swedish game studio Zoink and penned by Eisner Award-winning Adventure Time and Marvel Comics The Unbeatable Squirrel Girl author Ryan North, you’ll join Even, a penniless girl who’s down on her luck, in a dark quest to save her beloved sister. With her companion Dicey, a small and strange living dice, Even must learn to embrace the chaos of Random, uncovering an age-old tale with a modern message. Walk Random’s mysterious cobbled streets, meet its unpredictable residents, and take on courageous quests. Engage in fearsome battles with a unique blend of tactical combat, card collection, and explosive dice gameplay. It’s time to adapt or perish, as you battle inside giant board game arenas that change with every dice throw! Learn how to tip the odds in your favor, and dive into a dark wonderland where only the brave survive.",NoOnlineMultiplayer,E10+
112,112,Lone Echo II                                                        PC                                                    ,ReadyatDawn,"Oct 12, 2021",78,PC,,"ActionAdventure,General","Jack and Liv are back in Lone Echo II. Return to the rings of Saturn in this highly-anticipated sequel, to unravel the mysteries of Lone Echo and journey deeper into space – past the very boundaries of time itself.",NoOnlineMultiplayer,T
113,113,GTFO                                                        PC                                                    ,10ChambersCollective,"Dec  9, 2021",78,PC,,"Action,Shooter,First-Person,Tactical","GTFO is a 4 player action/horror cooperative first-person shooter for hardcore gamers looking for a real challenge. Players get to play as a team of prisoners, forced to explore and extract valuable artifacts from a vast underground complex that has been overrun by terrifying creatures. Gather weapons, tools, and resources to help you survive - and work to unearth the answers about your past and how to escape.

KEY FEATURES

* 4 player cooperative PvE gameplay that puts you and your teammates through the ultimate cooperation and communication test.
* Explore a massive underground complex with a dense and dark atmosphere.
* Plan your expedition, equip and operate tools, combine your firepower, communicate and coordinate as a team - every detail counts if you are to survive the nightmare.
* Search the complex for information and resources to help you and your team solve your objectives and come back alive.
* The Rundown: New expeditions released regularly that always replaces the old expeditions. Our goal is to invent new ways of challenging you and your teammates in new and interesting ways.
* Nightmarish atmosphere accompanied by music from acclaimed composer Simon Viklund.",,
114,114,Riders Republic                                                        PC                                                    ,Ubisoft,"Oct 28, 2021",78,PC,"PlayStation4,PlayStation5,Stadia,XboxOne,XboxSeriesX","Sports,Individual,Other","Jump into the Riders Republic massive multiplayer playground! Meet and compete with other players, and ride hard with an exciting range of activities such as bike, ski, snowboard, wingsuit and rocket wingsuit.

Live out the rider's fantasy as you roam free in a huge, vibrant open world, always buzzing with other players around you. Immerse yourself in iconic American national parks including Bryce Canyon, Yosemite Valley, Mammoth Mountain... all mashed up for you to shred!

Squad up with your friends and compete in a wide range of multiplayer modes: feel the rush of downhill races, dominate maps in team vs team competitions, or give it your best shot in epic mass PvP races with more than 50 other players. Go all out. Join the madness!",,T
115,115,Unbound: Worlds Apart                                                        PC                                                    ,AlienPixelStudios,"Jul 28, 2021",78,PC,"PlayStation4,PlayStation5,Switch,XboxOne,XboxSeriesX","ActionAdventure,Open-World"," Summon portals to overcome vicious beasts, devious puzzles and fiendish platforming challenges. Master the unique powers of each portal to stop the collapse of reality, while exploring lush, hand-drawn worlds and unraveling a deep narrative full of mysteries. ",NoOnlineMultiplayer,
116,116,Blue Reflection: Second Light                                                        PC                                                    ,Gust,"Nov  8, 2021",78,PC,"PlayStation4,Switch","Role-Playing,Japanese-Style","Blue Reflection: Second Light follows the adventures of three students – Ao Hoshizaki, Kokoro Utsubo, and Yuki Kinjou – who find themselves transported to a mysterious floating academy, searching for clues to find their way back home, with only their names as memories. One day, a path leading to a new land appears, but when the three protagonists set off to unravel the mystery, they’re met by a series of deadly monsters. By battling the fiendish creatures, they unlock unknown powers that only seem to deepen the cryptic nature of their surroundings. Throughout the adventure, the three friends cooperate and struggle to make their everyday-life as rich and as fun as possible. While spending every day trapped in this unknown world, the characters’ true feelings and personalities will be revealed, and as their bonds grow deeper, they will acquire new strengths and abilities. ",NoOnlineMultiplayer,T
117,117,Vesper                                                        PC                                                    ,CordensInteractive,"Jul 30, 2021",78,PC,,"Action,Platformer,2D"," Thousands of years after the activation of the Vesper Protocol, a small android crosses a fallen world, hunted by merciless machines, to control the power of Light and decide the fate of his race. ",NoOnlineMultiplayer,
118,118,Marvel's Guardians of the Galaxy                                                        PC                                                    ,EidosMontreal,"Oct 26, 2021",78,PC,"PlayStation4,PlayStation5,Switch,XboxOne,XboxSeriesX","Role-Playing,ActionAdventure,ActionRPG,Linear","Fire up Star-Lord’s jet boots for a wild ride across the cosmos in this third-person action-adventure game, a fresh take on Marvel’s Guardians of the Galaxy. With the unpredictable Guardians at your side, blast your way from one explosive situation to another, with original and iconic Marvel characters caught in a struggle for the fate of the universe. You got this. Probably.",,T
119,119,Jupiter Hell                                                        PC                                                    ,ChaosForge,"Aug  5, 2021",78,PC,,"Strategy,Turn-Based,Tactics","Jupiter Hell is a turn-based shooter from the depths of cosmic hell, built on a classic roguelike framework updated with modern 3d graphics. Rip and tear zombies, demons, and heavy metal monstrosities with chainguns and chainsaws. Like chess... with shotguns.
",NoOnlineMultiplayer,
120,120,Solar Ash                                                        PC                                                    ,HeartMachine,"Dec  2, 2021",78,PC,"PlayStation4,PlayStation5","ActionAdventure,General","Solar Ash is the second game from Heart Machine, the creators of the award winning 2016 game Hyper Light Drifter. Journey through a surreal, vivid and highly stylized world filled with mystery, wild high-speed traversal, endearing characters, and massive enemy encounters.",NoOnlineMultiplayer,
121,121,Humankind                                                        PC                                                    ,AmplitudeStudios,"Aug 17, 2021",78,PC,Stadia,"Strategy,General","HUMANKIND is a Historical Strategy game where YOU will re-write the entire narrative of humankind – a convergence of culture, history, and values that allows you to create a civilization that is as unique as you are. HOW FAR WILL YOU PUSH HUMANKIND? ",OnlineMultiplayer,E10+
122,122,Wytchwood                                                        PC                                                    ,Alientrap,"Dec  9, 2021",78,PC,"PlayStation4,PlayStation5,Switch,XboxOne,XboxSeriesX","Adventure,General","Wytchwood is a crafting adventure game set in a land of gothic fables and fairytales. As the old witch of the woods, explore a strange countryside, collect magic ingredients, brew sorcerous spells, and pass judgement upon a capricious cast of characters.",NoOnlineMultiplayer,
123,123,Hot Wheels Unleashed                                                        PC                                                    ,MilestoneS.r.l,"Sep 30, 2021",78,PC,"PlayStation4,PlayStation5,Switch,XboxOne,XboxSeriesX","Racing,Arcade,Automobile","Drive the cars of your dreams! The coolest, the fastest, the most unique badass vans and jaw-dropping muscle cars are waiting for you. Take the wheel of tons of vehicles with their own personality and style, different traits, and levels of rarity. The very best of the hot wheels universe is here! Prove you're the best and unlock Premium cars and extraordinary items and with the livery editor make your ride a one-of-a-kind masterpiece of speed. Race like everyone's watching! Get ready for pure fun and show off your driving skills! Drift like a pro, charge your boost and blast through the loops to beat time, rivals and gravity itself! Are you up for a challenge? Boom, jackpot: race side by side a friend in the 2-player local split-screen mode or face up to 12 players online in a worldwide event. The harder the challenge, the more glorious the triumph! Unleash your creativity! Massive, themed playgrounds are ready to host the most immersive races. Have fun on and off the track with these beautifully detailed and interactive environments, where any object can play a role and be an actual part of your circuit! You can even build a racetrack inside your very own room, a space to customize with furniture and the items you will collect during your journey. And thanks to the incredibly powerful editor, building the craziest tracks has never been easier! Bend and stretch the iconic Orange track piece to create your unique design and then add special Boosters, loops, obstacles, and exclusive interactive elements to build your own racing paradise. Share your creations with the world Or enjoy tracks made by other crazy players like you. Now it's time to unleash the fun! ",Upto12Players,E
124,124,Roguebook                                                        PC                                                    ,AbrakamSA,"Jun 17, 2021",78,PC,,"Strategy,Turn-Based,Tactics","The ancients speak of a Book written since time immemorial containing all the world's legends. After many fabulous adventures, recounted in Faeria Chronicles of Gagana, this relic was lost in a well of Faeria. Through contact with this source of magic, the Book developed a wicked free will of its own and became the Roguebook!

You are trapped in the Book of Lore of Faeria, and each page represents a new challenge. Lead your two heroes to victory in this roguelike deckbuilder developed in partnership with Richard Garfield, creator of Magic: The Gathering. Put together the best synergies between cards, relics and abilities, and take on the Roguebook.",NoOnlineMultiplayer,
125,125,DOOM Eternal: The Ancient Gods Part Two                                                        PC                                                    ,idSoftware,"Mar 18, 2021",78,PC,"PlayStation4,PlayStation5,Stadia,Switch,XboxOne,XboxSeriesX","Action,Shooter,First-Person,Arcade","Unite the Sentinel armies and take the war to the stronghold of the Dark Lord himself in one last effort to seal away evil once and for all. With the all-new Sentinel Hammer in hand, the Slayer will rip, tear and now smash every demon in his path across ancient Sentinel settlements, devastated Earth cities and beyond, tackling stronger new enemy variants as he nears his final battle.

Everything you've fought for has led to this moment. Your war against Hell ends here.",Upto3Players,M
126,126,Fights in Tight Spaces                                                        PC                                                    ,GroundShatterLtd.,"Dec  2, 2021",78,PC,"XboxOne,XboxSeriesX","Strategy,Turn-Based,CardBattle","A stylish blend of deck-building, turn-based tactics, and thrilling animated fight sequences in classic action-movie settings. Learn to balance your hand, momentum, and positioning to overcome the odds to defeat your adversaries. Build your deck, control the space and live to fight another day.
",NoOnlineMultiplayer,
127,127,Lemnis Gate                                                        PC                                                    ,RatloopGamesCanada,"Sep 28, 2021",78,PC,"PlayStation4,PlayStation5,XboxOne,XboxSeriesX","Action,Shooter,First-Person,Arcade","Lemnis Gate is a time-warping, turn-based combat strategy FPS. Over five alternating turns taking place in a 25” time-loop, you are called to master the unique abilities of a varied cast of deep-space operatives and outskill, outsmart, and outmanoeuvre your opponent in mind-bending four-dimensional battles. Lemnis Gate twists time to subvert one of the world’s most popular game genres and offers a relentlessly inventive multiplayer experience deeply rooted in tactical FPS gameplay. Challenge yourself to think across four dimensions as you embark on the ultimate test of cognition and combat.

Matches in Lemnis Gate take place within time loops. You have 25 seconds to execute your action, be it blasting an enemy, manoeuvring your operative, or setting up your next move. After all players have taken turns, the next 25-second round begins. Now you’ll face what has happened while setting up what will happen. Each of the five rounds is your chance to alter the timeline as past, present, and future converge.

STRATEGIC COMBAT IN THE FOURTH DIMENSION
Victory doesn’t rely on shooting supremacy. You’ll have to use skill and strategy to create unstoppable game plans and get the drop on opponents. It’s all about non-linear logic, abstract thinking, and outlandish manoeuvres. Execute audacious acts and think several moves ahead to get the win.

A TIME-BENDING TACTICAL SHOOTER
With a varied cast of characters to choose from, how you play is up to you. Lay damaging toxic waste in your enemy’s path, slow time to land the perfect shot, or deploy protective orbs to assist your future self. Every operative possesses a distinctive loadout and special ability that proves decisive on the battlefield.

TEAM UP WITH YOURSELF
Welcome to the team comprised entirely of one: you. With Lemnis Gate’s innovative auto co-op feature, you command every member of your side. Auto co-op gives you total control of five deep-space operatives, effectively enabling two competitors to duke it out in bustling ten-character matches. Become a literal one-person army.

COUNTLESS POSSIBILITIES, ENDLESS OUTCOMES
From the first second to the last, anything can happen in Lemnis Gate. Each round is a fresh chance to implement an unbeatable new strategy – or earn redemption from an earlier error. Predict hostiles’ routes, infiltrate enemy lines, and develop multi-layered gameplans by co-operating with yourself. Experiment both in and outside time, and get creative with causality.",Upto4Players,
128,128,Sherlock Holmes: Chapter One                                                        PC                                                    ,Frogwares,"Nov 16, 2021",77,PC,"PlayStation5,XboxSeriesX","ActionAdventure,Adventure,General,Open-World"," In this story-driven detective thriller, a young Sherlock Holmes struggles to prove himself as he navigates an exotic, dangerous island in the Mediterranean to investigate the mystery of his mother’s death. ",NoOnlineMultiplayer,
129,129,Orcs Must Die! 3                                                        PC                                                    ,RobotEntertainment,"Jul 23, 2021",77,PC,"PlayStation4,Stadia,XboxOne,XboxSeriesX","Strategy,Real-Time,Defense","Orcs Must Die! 3 ushers orc-slaying mayhem to a previously unimaginable scale. All new War Scenarios pit players and their friends against the largest orc armies ever assembled. Mountable War Machines give players the essential firepower to heave, stab, carbonize, and disarticulate the abominable intruders.",2Players,
130,130,Steel Assault                                                        PC                                                    ,Zenovia,"Sep 28, 2021",77,PC,Switch,"Action,Platformer,Shooter,First-Person,2D,Arcade","Punch, whip, and zipline your way through a post-apocalyptic America in this 16-bit retro-style action platformer! Play as Taro Takahashi, a resistance soldier on a revenge mission against the dictator who lords over the ashes.
",NoOnlineMultiplayer,E10+
131,131,Back 4 Blood                                                        PC                                                    ,TurtleRockStudios,"Oct  7, 2021",77,PC,"PlayStation4,PlayStation5,XboxOne,XboxSeriesX","ActionAdventure,Survival,Action,Shooter,First-Person,Arcade","From the creators and development team behind the critically acclaimed, co-op phenomenon Left 4 Dead. Back 4 Blood is designed from the ground-up as an original, premium title and marries the best of what made the co-op zombie shooter so successful with new features and state-of-the-art technology.",Upto8Players,M
132,132,Dodgeball Academia                                                        PC                                                    ,PocketTrap,"Aug  5, 2021",77,PC,"PlayStation4,Switch,XboxOne,XboxSeriesX","Sports,Individual,Other","In a world where dodgeball is life, you join Otto at the academy and train to become the ultimate dodgeball champion. Across eight episodes, you’ll forge friendships and create rivals, all in the name of developing the best dodgeball team. Level up Otto and develop a dynamic team across a vast and customizable party progression system. All the while, explore the vast Dodgeball Academia and uncover the long hidden truths that reside within the very walls you live, learn, and dominate in.",NoOnlineMultiplayer,
133,133,Before Your Eyes                                                        PC                                                    ,GoodbyeWorldGames,"Apr  8, 2021",77,PC,,"General,Adventure,3D,First-Person","Embark on an emotional first-person narrative adventure where you control the story—and affect its outcomes—with your real-life blinks. With this innovative technique you will fully immerse yourself in a world of memories, both joyous and heartbreaking, as your whole life flashes before your eyes.",NoOnlineMultiplayer,
134,134,Genesis Noir                                                        PC                                                    ,FeralCatDen,"Mar 26, 2021",77,PC,"Switch,XboxOne","Adventure,General,Point-and-Click","A noir adventure spanning time and space. You play as No Man, a watch peddler caught in a love triangle with other cosmic beings, Miss Mass and Golden Boy. When your affair turns into a bitter confrontation, you will witness a gunshot fired by a jealous god—otherwise known as The Big Bang. Jump into the expanding universe and search for a way to prevent or destroy creation and save your love.
A NON-TRADITIONAL POINT AND CLICK ADVENTURE
With a focus on tactile puzzles and exploration, you’ll experiment with objects in small slivers of the universe to discover how they can be manipulated to progress your journey. Dial a rotary phone; destroy a civilization; plant a garden; improvise with a musician; create life—all in your search for a way to save Miss Mass.

JUMP INTO THE EXPANDING UNIVERSE
The Big Bang isn’t just the birth of creation as we know it, it's also a gun blast frozen in time, with the bullet speeding towards the love of your life. You’ll jump into pockets of time, explore moments throughout the lifespan of the universe, and search for a way to change the course of destiny.

WITNESS THE BIRTH AND HISTORY OF MANKIND
You’ll observe moments in the history of the universe, from the first microseconds of Life to trillions of years in the future. What will you learn about these new creations, in your search to destroy them?",NoOnlineMultiplayer,
135,135,Olija                                                        PC                                                    ,SkeletonCrewStudio,"Jan 28, 2021",77,PC,"PlayStation4,Switch,XboxOne","Action,ActionAdventure,Platformer,Open-World,2D","Olija is a game about Faraday's quest, a man shipwrecked then trapped in the mysterious country of Terraphage. Armed with a legendary harpoon, he and other castaways try to leave this hostile country to return to their homelands.
",NoOnlineMultiplayer,
136,136,Solasta: Crown of the Magister                                                        PC                                                    ,TacticalAdventures,"May 27, 2021",77,PC,,"Role-Playing,ActionRPG,Strategy,Turn-Based,Tactics","Roll for initiative, take attacks of opportunity, manage player location and the verticality of the battle field in this Turn-Based Tactical RPG based on the SRD 5.1 Ruleset. In Solasta, you make the choices, dice decide your destiny.
",NoOnlineMultiplayer,
137,137,Jurassic World Evolution 2                                                        PC                                                    ,FrontierDevelopments,"Nov  9, 2021",77,PC,"PlayStation4,PlayStation5,XboxOne,XboxSeriesX","Strategy,Management,Business/Tycoon","Jurassic World Evolution 2 is the sequel to Frontier’s Jurassic World Evolution, building upon the 2018 management simulation. It introduces a compelling, new narrative campaign, incredible new features, and awe-inspiring new dinosaurs brought to life with captivating authenticity. Together with expanded construction and more customisation options, the result is an even bigger, better and authentic Jurassic World game.  

FEATURES

An Original Jurassic Story
Immerse yourself in a compelling and original Jurassic World narrative set after the Earth-shattering events of Jurassic World: Fallen Kingdom. Lead efforts to control, conserve and contain dinosaurs as you work alongside iconic characters from the films, including Dr. Ian Malcolm (Jeff Goldblum) and Claire Dearing (Bryce Dallas Howard). 

Create your own Jurassic World
Take control with deeper management tools and creative options. Construct and customise new buildings and flex your managerial muscle across never-before-seen locations ranging from dense forests to rocky deserts. Rescue and bioengineer more than 75 prehistoric species, including highly requested flying and marine reptiles , and watch them seek territory, fight and interact with staggering realism. 

Play with Chaos Theory
Chaos Theory mode lets you play through key moments of your favourite films - with a twist. Experience ""what-if"" scenarios from iconic Jurassic World and Jurassic Park films, with each level set across eras and locations from all five movies. Immerse yourself at the heart of the Jurassic World franchise and see how things turn out when you are put at the helm of managing new challenges with unpredictable outcomes. ",,T
138,138,The Big Con                                                        PC                                                    ,MightyYell,"Aug 31, 2021",77,PC,"XboxOne,XboxSeriesX","Adventure,General","Hustle through the 90s in THE BIG CON, an adventure game where you're an awkward teen hustling to save her family video store from gangsters. Play as Ali, a high school junior gone AWOL from band camp to seek revenge on the loan sharks that threaten her mom's video store. (Fighting with your mom is YOUR job. No one else gets to do that.) Maybe you'll profit from the latest collectible plushie craze, and make an interesting friend or two along the way.",,
139,139,Final Fantasy II Pixel Remaster                                                        PC                                                    ,SquareEnix,"Jul 28, 2021",77,PC,iPhone/iPad,"Role-Playing,Japanese-Style","The second game in the series introduces a new world, new characters and something that would become a trademark of the series: innovation.

The story focuses on the conflict between the hostile Empire of Palamecia and the rebel resistance. A small group of heroes is all that stands between the world and ruin.

FINAL FANTASY II demonstrates the developers' willingness to push their boundaries and try new things. For example, rather than sticking to the predictable, the game features a proficiency system in which characters skill with weapons and abilities increase the more they used them.

Fun fact: this is the FINAL FANTASY game that introduced the world to chocobos! Now that's a legacy.",NoOnlineMultiplayer,E10+
140,140,Sable                                                        PC                                                    ,Shed-Works,"Sep 23, 2021",76,PC,"XboxOne,XboxSeriesX","General,ActionAdventure,Open-World","Embark on a unique and unforgettable journey and guide Sable through her Gliding; a rite of passage that will take her across vast deserts and mesmerizing landscapes, capped by the remains of spaceships and ancient wonders.",NoOnlineMultiplayer,
141,141,Persona 5 Strikers                                                        PC                                                    ,OmegaForce,"Feb 23, 2021",76,PC,"PlayStation4,Switch","Role-Playing,ActionRPG","The sequel to the international smash-hit Persona 5 (3.2 million copies world-wide) is now available as the series' first action RPG! Featuring an all-new story set up half a year after the events of P5! 

Travel Japan! 
Following the events of P5, the Phantom Thieves of Hearts gather once more during their summer break to solve the mystery behind new change of heart cases that are occurring all over Japan! 

Persona 5 is now an action RPG!
The new action battle system makes hitting enemy weak points to activate a 1 More or All-Out Attack, which fans have come to love, even easier!

You can even use Baton Pass to play as other characters!
In the newly introduced Jails, you can switch controls between characters at any time! Clear the game with style by using different characters in unique situations!
 
New character! 
Who is this new mysterious girl you meet in the Shibuya of the other world? Find out as she fights alongside you as the newest member of the Phantom Thieves of Hearts!",NoOnlineMultiplayer,M
142,142,Eldest Souls                                                        PC                                                    ,FallenFlagStudio,"Jul 29, 2021",76,PC,"PlayStation4,PlayStation5,Switch,XboxOne,XboxSeriesX","ActionAdventure,General,Role-Playing,ActionRPG","Eldest Souls is a challenging, pixel-art boss-rush game. The Old Gods have long been imprisoned. Humanity has prospered. Great Kingdoms have arisen from the now forsaken temples of worship. But no longer…
In their final act of vengeance, the Old Gods have unleashed a great Desolation upon the world. Farmlands have turned to deserts, rivers to dust. The Great Crusade sent to slay the imprisoned Gods once and for all, has all but perished, and the human Kingdoms are in disarray. A lone Crusader approaches the Citadel, ancient prison of the Gods. His objective is simple: slay them all.",NoOnlineMultiplayer,
143,143,Far Cry 6 - Vaas: Insanity                                                        PC                                                    ,UbisoftToronto,"Nov 16, 2021",76,PC,"PlayStation4,PlayStation5,Stadia,XboxOne,XboxSeriesX","ActionAdventure,Open-World","In Vaas: Insanity, players become the Far Cry 3 villain portrayed by Michael Mando (Better Call Saul). Mando came back for the DLC, which offers an experience inspired by roguelites. Starting with nothing more than a pistol to defend themselves, players will need to find new weapons and unlock power-ups to become stronger and progress deeper into the depths of Vaas' psyche. Blending intense action and storytelling, Vaas: Insanity will provide a unique opportunity to better understand Vaas' past, personal demons, and motivations.",,
144,144,Room to Grow                                                        PC                                                    ,MischkaKamener,"Feb 25, 2021",76,PC,,"Puzzle,General","Tackle thorny problems in this plant pushing puzzle game. Learn to maneuver like a cactus as you grow your way back to the desert!
",NoOnlineMultiplayer,
145,145,Curious Expedition 2                                                        PC                                                    ,Maschinen-Mensch,"Jan 28, 2021",76,PC,Switch,"Adventure,General","Curious Expedition 2 is the follow-up to the award-winning 19th century expedition simulation. Join the legendary Explorer Clubs and venture on unprecedented expeditions to regions never explored before for fame, science and treasures.
",NoOnlineMultiplayer,
146,146,Twelve Minutes                                                        PC                                                    ,LuisAntonio,"Aug 19, 2021",76,PC,"PlayStation4,PlayStation5,Switch,XboxOne,XboxSeriesX","Adventure,General","You are doomed to live the same TWELVE MINUTES inside your apartment, unless you use your knowledge of what is going to happen, to change the outcome, and break the loop.  (Also known as ""12 Minutes"")",NoOnlineMultiplayer,
147,147,Days Gone                                                        PC                                                    ,SonyBend,"May 18, 2021",76,PC,PlayStation4,"ActionAdventure,Open-World","HOPE NEVER DIES - At its core, Days Gone is about survivors and what makes them human: desperation, loss, madness, betrayal, friendship, brotherhood, regret, love and hope. It's about how even when confronted with such enormous tragedy they find a reason to live. Hope never dies. DEACON ST. JOHN - Play as Deacon St. John, a bounty hunter facing a brutal struggle for survival, searching for a reason to live.
In addition to human drifters, marauders, and other groups, Deacon must face a wilderness overrun by Freakers mindless, feral creatures, more animal than human but very much alive and quickly evolving. Freakers have needs, habits and behaviors that the player can learn and adapt to. 

Unique Setting
The harsh high-desert of the Pacific Northwest offers a large variety of environments in a single geographical area. One minute Deacon can be riding through a pristine forest, a snow field, a lush meadow, and the next, be in the harsh desert lava fields. The hazardous environments, scarred by millions of years of volcanic activity, are defined by ancient lava flows, mountains, caves, cliffs and river basins, delivering a breathtaking backdrop to an equally diverse style of gameplay. Cinnabar mines, lava tube caves and small rural towns offer a variety of environments to explore.

A Dynamic World
Using the power of PlayStation 4 and Unreal Engine 4, Days Gone offers an incredibly realistic and detailed open-world experience. Vast and hostile environments can be fully explored on the back of Deacon's drifter bike. Abandoned vehicles can be searched for useful items. Towns and buildings can be entered and searched at great risk. All lighting is done in real time eye adaption technology creates a real sense of dread when entering dark buildings; day and night have an impact on the experience; weather affects enemy behavior.

Brutal Sandbox Combat
Exemplifying true, free-form gameplay, Days Gone offers freedom to explore, strategize and play ""your way."" Every challenge can be approached and completed in an almost infinite number of ways. Many different items and weapons can be crafted using items found in the field, including brutal melee weapons and traps. Customizable weapons and skills offer true freedom in how the game is played.",NoOnlineMultiplayer,M
148,148,OMNO                                                        PC                                                    ,"JonasManke,StudioInkyfox","Jul 29, 2021",76,PC,"PlayStation4,Switch,XboxOne","Adventure,3D,Third-Person"," A single-player journey of discovery through an ancient world of wonders, created by solo developer Jonas Manke. ",NoOnlineMultiplayer,
